id,tool_type,name,summary,license,programming_language,homepage,source,documentation,funding,funder,stars,forks,watchers,contributors,last_commit_date,open_issues_count,releases_count,latest_release_date,readme_url,license_url,governance_url,contributing_url,code_of_conduct_url,security_policy_url,sbom_url,paper_url,openssf_best_practices_url,openssf_best_practices_badge_level,openssf_scorecard_url,openssf_scorecard_score,openssf_scorecard_branch_protection,openssf_scorecard_code_review,openssf_scorecard_maintained,openssf_scorecard_vulnerabilities,development_status,software_heritage_id,datetime_added,datetime_checked,datetime_updated
llm-attributor,software,LLM Attributor,Interactive tool to visualize and attribute an LLM's generated text back to specific training data points.,MIT,Jupyter Notebook,,https://github.com/poloclub/LLM-Attributor,,,,88,9,10,3,2025-09-17,1,0,,https://github.com/poloclub/LLM-Attributor/blob/master/Readme.md,https://github.com/poloclub/LLM-Attributor/blob/master/LICENSE,,,,,https://api.github.com/repos/poloclub/LLM-Attributor/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 19:45,2026-08-06 07:38,2026-08-06 07:38
lmms-eval,software,lmms-eval,"One-for-all multimodal evaluation toolkit covering text, image, video, and audio, unifying many benchmarks under a single evaluation harness.",MIT,Python,,https://github.com/EvolvingLMMs-Lab/lmms-eval,,,,4348,637,9,218,2026-08-06,41,22,2026-06-24,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/main/README.md,,,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/main/CONTRIBUTING.md,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/main/CODE_OF_CONDUCT.md,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/main/SECURITY.md,https://api.github.com/repos/EvolvingLMMs-Lab/lmms-eval/dependency-graph/sbom,https://arxiv.org/abs/2407.12772,,,,,,,,,,,2026-07-28 21:43,2026-08-06 07:38,2026-08-06 07:38
machine-genome,software,Machine Genome,"Open identity and provenance protocol for models, agents, harnesses and datasets, with a reference implementation, CLI tooling, and a live public registry with HTTP API.",Apache-2.0,Go,https://machinegenome.org,https://github.com/paxlabs-inc/machine-genome.git,,,,192,28,13,1,2026-08-03,4,1,2026-07-20,https://github.com/paxlabs-inc/machine-genome/blob/main/README.md,https://github.com/paxlabs-inc/machine-genome/blob/main/LICENSE,https://github.com/paxlabs-inc/machine-genome/blob/main/GOVERNANCE.md,https://github.com/paxlabs-inc/machine-genome/blob/main/CONTRIBUTING.md,https://github.com/paxlabs-inc/machine-genome/blob/main/CODE_OF_CONDUCT.md,https://github.com/paxlabs-inc/machine-genome/blob/main/SECURITY.md,https://api.github.com/repos/paxlabs-inc/machine-genome/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:10,2026-08-06 07:38,2026-08-06 07:38
machine-unlearning-comparator,software,Machine Unlearning Comparator,Visual analytics system for comparative evaluation of machine unlearning methods.,MIT,TypeScript,https://github.com/gnueaj/Machine-Unlearning-Comparator,https://github.com/gnueaj/Machine-Unlearning-Comparator.git,,,,100,9,3,3,2026-07-17,1,0,,https://github.com/gnueaj/Machine-Unlearning-Comparator/blob/main/README.md,,,,,,https://api.github.com/repos/gnueaj/Machine-Unlearning-Comparator/dependency-graph/sbom,https://arxiv.org/abs/2508.12730,,,,,,,,,,,2026-07-29 00:03,2026-08-06 07:38,2026-08-06 07:38
magika,software,Magika,Deep-learning-based file content-type detector (~99% precision/recall across 200+ types) that identifies a file's actual content type regardless of its extension or claimed type.,Apache-2.0,Python,https://google.github.io/magika/,https://github.com/google/magika.git,,,,17914,1118,69,45,2026-08-03,155,15,2026-04-24,https://github.com/google/magika/blob/main/README.md,https://github.com/google/magika/blob/main/LICENSE,,https://github.com/google/magika/blob/main/CONTRIBUTING.md,https://github.com/google/.github/blob/master/CODE_OF_CONDUCT.md,,https://api.github.com/repos/google/magika/dependency-graph/sbom,,https://www.bestpractices.dev/projects/8706,passing,https://scorecard.dev/viewer/?uri=github.com/google/magika,6.5,8,10,10,0,,,2026-07-29 03:02,2026-08-06 07:38,2026-08-06 07:38
markllm,software,MarkLLM,"Open-source toolkit implementing multiple LLM text watermarking algorithms (embedding and detection), including several designed for robustness against paraphrasing/removal attacks.",Apache-2.0,Python,https://generative-watermark.github.io/,https://github.com/THU-BPM/MarkLLM,https://aclanthology.org/2024.emnlp-demo.7/,,,1018,86,11,23,2026-07-10,1,0,,https://github.com/THU-BPM/MarkLLM/blob/main/README.md,https://github.com/THU-BPM/MarkLLM/blob/main/LICENSE,,,,,https://api.github.com/repos/THU-BPM/MarkLLM/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 12:58,2026-08-06 07:38,2026-08-06 07:38
masarena,software,MASArena,"Modular arena for benchmarking single- and multi-agent LLM systems, with pluggable agents/tools/datasets/evaluators.",MIT,Python,https://lins-lab.github.io/MASArena,https://github.com/LINs-lab/MASArena,https://lins-lab.github.io/MASArena,,,38,10,0,9,2026-06-05,12,1,2025-06-22,https://github.com/LINs-lab/MASArena/blob/main/README.md,https://github.com/LINs-lab/MASArena/blob/main/LICENSE,,,,,,,,,,,,,,,,,2026-07-28 19:45,2026-08-06 07:38,2026-08-06 07:38
meta-agents-research-environments,software,Meta Agents Research Environments,"Comprehensive platform for evaluating AI agents in dynamic, realistic environments.",MIT,Python,https://github.com/facebookresearch/meta-agents-research-environments,https://github.com/facebookresearch/meta-agents-research-environments.git,,,,536,71,7,5,2026-08-04,36,0,,https://github.com/facebookresearch/meta-agents-research-environments/blob/main/README.md,https://github.com/facebookresearch/meta-agents-research-environments/blob/main/LICENSE,,https://github.com/facebookresearch/meta-agents-research-environments/blob/main/CONTRIBUTING.md,https://github.com/facebookresearch/meta-agents-research-environments/blob/main/CODE_OF_CONDUCT.md,,https://api.github.com/repos/facebookresearch/meta-agents-research-environments/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 00:05,2026-08-06 07:38,2026-08-06 07:38
microsoft-seal,software,Microsoft SEAL,"Easy-to-use, powerful homomorphic encryption library enabling computation directly on encrypted data.",MIT,C++,https://github.com/microsoft/SEAL,https://github.com/microsoft/SEAL.git,,,,4000,773,90,69,2026-08-04,112,45,2026-08-04,https://github.com/microsoft/SEAL/blob/main/README.md,https://github.com/microsoft/SEAL/blob/main/LICENSE,,https://github.com/microsoft/SEAL/blob/main/CONTRIBUTING.md,https://github.com/microsoft/SEAL/blob/main/CODE_OF_CONDUCT.md,https://github.com/microsoft/SEAL/blob/main/SECURITY.md,https://api.github.com/repos/microsoft/SEAL/dependency-graph/sbom,,,,https://scorecard.dev/viewer/?uri=github.com/microsoft/SEAL,6,-1,1,10,,,,2026-07-29 00:13,2026-08-06 07:38,2026-08-06 07:38
ml-privacy-meter,software,Privacy Meter,"A configurable library for auditing data privacy in statistical and ML models via membership inference, range membership inference, dataset usage cardinality inference and differential-privacy lower-bound auditing.",MIT,Jupyter Notebook,https://github.com/privacytrustlab/ml_privacy_meter,https://github.com/privacytrustlab/ml_privacy_meter.git,,,,724,153,16,18,2025-04-26,11,0,,https://github.com/privacytrustlab/ml_privacy_meter/blob/master/README.md,https://github.com/privacytrustlab/ml_privacy_meter/blob/master/LICENSE,,,,,https://api.github.com/repos/privacytrustlab/ml_privacy_meter/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
mlflow,software,MLflow,"Open-source ML lifecycle platform including a model registry for versioning, staging, and tracking updates to models.",Apache-2.0,Python,https://mlflow.org,https://github.com/mlflow/mlflow.git,,,,27385,6114,319,1116,2026-08-06,2089,173,2026-04-06,https://github.com/mlflow/mlflow/blob/master/README.md,https://github.com/mlflow/mlflow/blob/master/LICENSE.txt,,https://github.com/mlflow/mlflow/blob/master/CONTRIBUTING.md,,https://github.com/mlflow/mlflow/blob/master/SECURITY.md,https://api.github.com/repos/mlflow/mlflow/dependency-graph/sbom,https://api.semanticscholar.org/CorpusID:83459546,,,https://scorecard.dev/viewer/?uri=github.com/mlflow/mlflow,5.4,3,8,10,,,,2026-07-29 02:44,2026-08-06 07:38,2026-08-06 07:38
model-provenance-kit,software,Model Provenance Kit,"Determines whether a model derives from a known base model by comparing multi-signal fingerprints (architecture metadata, tokenizer, weight parameters) against a reference database of ~150 base models across 45+ families, combining 8 provenance signals into a pipeline score.",Apache-2.0,Python,https://github.com/cisco-ai-defense/model-provenance-kit,https://github.com/cisco-ai-defense/model-provenance-kit.git,,,,101,20,5,5,2026-08-05,2,1,2026-05-04,https://github.com/cisco-ai-defense/model-provenance-kit/blob/main/README.md,https://github.com/cisco-ai-defense/model-provenance-kit/blob/main/LICENSE,,https://github.com/cisco-ai-defense/model-provenance-kit/blob/main/CONTRIBUTING.md,https://github.com/cisco-ai-defense/model-provenance-kit/blob/main/CODE_OF_CONDUCT.md,https://github.com/cisco-ai-defense/model-provenance-kit/blob/main/SECURITY.md,https://api.github.com/repos/cisco-ai-defense/model-provenance-kit/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 03:02,2026-08-06 07:38,2026-08-06 07:38
mot,software,Model Openness Tool (MOT),"A web application that evaluates and ranks machine learning model releases against the Model Openness Framework's 16 code, data and document components, validating the license declared for each component.",MIT,PHP,https://mot.isitopen.ai/,https://github.com/lfai/model_openness_tool.git,,,,66,45,10,12,2026-05-19,15,0,,https://github.com/lfai/model_openness_tool/blob/main/README.md,https://github.com/lfai/model_openness_tool/blob/main/LICENSE,https://github.com/lfai/model_openness_tool/blob/main/MAINTAINERS.md,https://github.com/lfai/model_openness_tool/blob/main/CONTRIBUTING.md,,,https://api.github.com/repos/lfai/model_openness_tool/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
mteb,software,MTEB,"Massive Text Embedding Benchmark: state-of-the-art evaluation of embeddings across languages and tasks, the standard multilingual evaluation suite in its ecosystem.",Apache-2.0,Python,,https://github.com/embeddings-benchmark/mteb,,,,3385,655,17,310,2026-08-05,307,803,2026-08-05,https://github.com/embeddings-benchmark/mteb/blob/main/README.md,https://github.com/embeddings-benchmark/mteb/blob/main/LICENSE,,https://github.com/embeddings-benchmark/mteb/blob/main/docs/CONTRIBUTING.md,,,https://api.github.com/repos/embeddings-benchmark/mteb/dependency-graph/sbom,,,,https://scorecard.dev/viewer/?uri=github.com/embeddings-benchmark/mteb,5,-1,8,10,,,,2026-07-28 21:43,2026-08-06 07:38,2026-08-06 07:38
nemo-guardrails,software,NVIDIA NeMo Guardrails,"A Python toolkit for adding programmable input, dialog and output guardrails between an application and an LLM, controlling permitted topics, enforcing conversational flows and blocking jailbreaks and prompt injections at inference time.",Apache-2.0,Python,https://docs.nvidia.com/nemo/guardrails/latest/index.html,https://github.com/NVIDIA-NeMo/Guardrails.git,,,,6880,799,42,127,2026-08-06,196,32,2026-07-01,https://github.com/NVIDIA-NeMo/Guardrails/blob/develop/README.md,,,https://github.com/NVIDIA-NeMo/Guardrails/blob/develop/CONTRIBUTING.md,,https://github.com/NVIDIA-NeMo/Guardrails/blob/develop/SECURITY.md,https://api.github.com/repos/NVIDIA-NeMo/Guardrails/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
neuralsat,software,NeuralSAT,"Neural network formal verification tool based on DPLL(T) SMT solving, supporting fully-connected, convolutional, residual and batch-norm layers with common activation functions; ranked 2nd overall at VNN-COMP 2024 and 2025.",MIT,Python,https://github.com/dynaroars/neuralsat,https://github.com/dynaroars/neuralsat.git,,,,35,14,6,17,2026-07-26,8,2,2025-09-24,https://github.com/dynaroars/neuralsat/blob/develop/README.md,https://github.com/dynaroars/neuralsat/blob/develop/LICENSE,,,,,https://api.github.com/repos/dynaroars/neuralsat/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:38,2026-08-06 07:38,2026-08-06 07:38
neuronpedia,software,Neuronpedia,"Open-source interpretability platform for browsing and searching sparse-autoencoder features/latents across many open models, tracing attribution graphs/circuits, and steering model behavior by editing activations.",MIT,TypeScript,https://www.neuronpedia.org/,https://github.com/hijohnnylin/neuronpedia,,,,1094,142,8,10,2026-07-17,90,796,2026-07-17,https://github.com/hijohnnylin/neuronpedia/blob/main/README.md,https://github.com/hijohnnylin/neuronpedia/blob/main/LICENSE,,https://github.com/hijohnnylin/neuronpedia/blob/main/CONTRIBUTING.md,https://github.com/hijohnnylin/neuronpedia/blob/main/CODE_OF_CONDUCT.md,https://github.com/hijohnnylin/neuronpedia/blob/main/SECURITY.md,https://api.github.com/repos/hijohnnylin/neuronpedia/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 11:29,2026-08-06 07:38,2026-08-06 07:38
nnsight,software,NNsight,Package enabling interpreting and manipulating the internals of deep learned models.,MIT,Python,https://github.com/ndif-team/nnsight,https://github.com/ndif-team/nnsight.git,,,,1015,100,3,39,2026-08-06,21,113,2026-05-05,https://github.com/ndif-team/nnsight/blob/main/README.md,https://github.com/ndif-team/nnsight/blob/main/LICENSE,,https://github.com/ndif-team/nnsight/blob/main/CONTRIBUTING.md,https://github.com/ndif-team/nnsight/blob/main/CODE_OF_CONDUCT.md,,,,,,,,,,,,,,2026-07-29 02:08,2026-08-06 07:38,2026-08-06 07:38
opa,software,Open Policy Agent,"CNCF-graduated, general-purpose policy engine for authorization decisions -- services query OPA with a request like 'can user X call operation Y on resource Z' and receive an allow/deny decision.",Apache-2.0,Go,https://www.openpolicyagent.org,https://github.com/open-policy-agent/opa.git,,,,12080,1647,129,603,2026-08-06,350,207,2026-07-30,https://github.com/open-policy-agent/opa/blob/main/README.md,https://github.com/open-policy-agent/opa/blob/main/LICENSE,https://github.com/open-policy-agent/opa/blob/main/GOVERNANCE.md,https://github.com/open-policy-agent/opa/blob/main/CONTRIBUTING.md,https://github.com/open-policy-agent/opa/blob/main/CODE_OF_CONDUCT.md,https://github.com/open-policy-agent/opa/blob/main/SECURITY.md,https://api.github.com/repos/open-policy-agent/opa/dependency-graph/sbom,,https://www.bestpractices.dev/projects/1768,passing,https://scorecard.dev/viewer/?uri=github.com/open-policy-agent/opa,7.7,-1,9,10,9,,,2026-07-29 02:44,2026-08-06 07:38,2026-08-06 07:38
open-prompt-injection,software,Open-Prompt-Injection,Benchmark for prompt injection attacks and defenses in LLMs.,MIT,Python,https://github.com/liu00222/Open-Prompt-Injection,https://github.com/liu00222/Open-Prompt-Injection.git,,,,471,74,3,4,2025-10-29,14,0,,https://github.com/liu00222/Open-Prompt-Injection/blob/main/README.md,https://github.com/liu00222/Open-Prompt-Injection/blob/main/LICENSE,,,,,https://api.github.com/repos/liu00222/Open-Prompt-Injection/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 00:27,2026-08-06 07:38,2026-08-06 07:38
open-unlearning,software,OpenUnlearning,"Extensible framework unifying LLM unlearning evaluation across the TOFU/MUSE/WMDP benchmarks, 12+ unlearning methods, and 10+ evaluation metrics.",MIT,Python,,https://github.com/locuslab/open-unlearning,,,,576,161,9,15,2026-03-18,20,0,,https://github.com/locuslab/open-unlearning/blob/main/README.md,https://github.com/locuslab/open-unlearning/blob/main/LICENSE,,https://github.com/locuslab/open-unlearning/blob/main/docs/contributing.md,,,https://api.github.com/repos/locuslab/open-unlearning/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 19:45,2026-08-06 07:38,2026-08-06 07:38
openagentsafety,software,OpenAgentSafety,Framework for evaluating AI agent safety in realistic environments.,MIT,Python,https://github.com/sani903/OpenAgentSafety,https://github.com/sani903/OpenAgentSafety.git,,,,38,4,2,1,2025-10-02,1,0,,https://github.com/sani903/OpenAgentSafety/blob/main/README.md,https://github.com/sani903/OpenAgentSafety/blob/main/LICENSE,,,https://github.com/sani903/OpenAgentSafety/blob/main/CODE_OF_CONDUCT.md,,https://api.github.com/repos/sani903/OpenAgentSafety/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 00:03,2026-08-06 07:38,2026-08-06 07:38
opsml,software,OpsML,"AI lifecycle governance platform: versioned, encrypted registries ('cards') for data, models, experiments, prompts, and agents, with a UI for visualizing lineage and a CLI/Python/YAML workflow across pre/deploy/post-deployment stages.",MIT,Rust,https://docs.demml.io/opsml,https://github.com/demml/opsml,https://docs.demml.io/opsml,https://github.com/sponsors/demml,,38,3,1,7,2026-05-16,73,16,2025-09-02,https://github.com/demml/opsml/blob/main/README.md,,https://github.com/demml/opsml/blob/main/MAINTAINERS.md,https://github.com/demml/opsml/blob/main/CONTRIBUTING.md,,https://github.com/demml/opsml/blob/main/SECURITY.md,,,,,,,,,,,,,2026-07-28 13:43,2026-08-06 07:38,2026-08-06 07:38
osworld,software,OSWorld,"Benchmark platform providing real computer environments (real OS, real apps) for evaluating multimodal computer-use agents on open-ended tasks.",Apache-2.0,Python,https://os-world.github.io,https://github.com/xlang-ai/OSWorld,https://timothyxxx.github.io/OSWorld/,,,3066,511,32,101,2026-07-28,173,2,2024-06-26,https://github.com/xlang-ai/OSWorld/blob/main/README.md,https://github.com/xlang-ai/OSWorld/blob/main/LICENSE,,,,,https://api.github.com/repos/xlang-ai/OSWorld/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 19:45,2026-08-06 07:38,2026-08-06 07:38
owasp-aibom-generator,software,OWASP AIBOM Generator,"Production tool that generates AI Bills of Materials in CycloneDX 1.6 JSON format from Hugging Face repositories -- model card, licensing, dependency and provenance data -- with a completeness score flagging metadata gaps.",Apache-2.0,Python,https://owasp-genai-aibom.org,https://github.com/GenAI-Security-Project/aibom-generator.git,,,,90,49,8,16,2026-08-04,15,0,,https://github.com/GenAI-Security-Project/aibom-generator/blob/main/README.md,,,https://github.com/GenAI-Security-Project/aibom-generator/blob/main/CONTRIBUTING.md,,,https://api.github.com/repos/GenAI-Security-Project/aibom-generator/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:56,2026-08-06 07:38,2026-08-06 07:38
pair-code-lit,software,Learning Interpretability Tool (LIT),"An interactive, framework-agnostic model-understanding server and notebook widget offering salience maps, embedding-space visualisation, slicing, custom metrics and counterfactual generation for text, image and tabular models.",Apache-2.0,TypeScript,https://pair-code.github.io/lit,https://github.com/PAIR-code/lit.git,,,,3658,371,58,38,2026-07-29,139,14,2024-12-20,https://github.com/PAIR-code/lit/blob/main/README.md,https://github.com/PAIR-code/lit/blob/main/LICENSE,,https://github.com/PAIR-code/lit/blob/main/CONTRIBUTING.md,,,https://api.github.com/repos/PAIR-code/lit/dependency-graph/sbom,,,,https://scorecard.dev/viewer/?uri=github.com/PAIR-code/lit,4,-1,4,0,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
pku-beaver,software,Beaver (Safe-RLHF),"Modular RLHF framework implementing SFT, RLHF and Safe RLHF with separate reward and cost models, released with human-labelled helpfulness/harmlessness preference data and pre-trained reward and cost checkpoints.",Apache-2.0,Python,https://pku-beaver.github.io,https://github.com/PKU-Alignment/safe-rlhf.git,,,,1611,133,15,4,2025-11-24,18,0,,https://github.com/PKU-Alignment/safe-rlhf/blob/main/README.md,https://github.com/PKU-Alignment/safe-rlhf/blob/main/LICENSE,,,https://github.com/PKU-Alignment/safe-rlhf/blob/main/CODE_OF_CONDUCT.md,,https://api.github.com/repos/PKU-Alignment/safe-rlhf/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
povertyaction-pii-detection,software,IPA PII Detection,"Application and Python scripts that identify likely PII columns in survey/field datasets using name, format, sparsity and location-population rules and then drop, encode, or keep them to produce a de-identified dataset.",MIT,Python,https://github.com/PovertyAction/PII_detection,https://github.com/PovertyAction/PII_detection.git,,,,47,11,8,3,2026-01-07,3,9,2021-05-21,https://github.com/PovertyAction/PII_detection/blob/main/README.md,https://github.com/PovertyAction/PII_detection/blob/main/LICENSE,,,,,https://api.github.com/repos/PovertyAction/PII_detection/dependency-graph/sbom,,,,,,,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38
presidio,software,Presidio,"A pluggable SDK and service for detecting and de-identifying personal data in text, images, DICOM files and structured data using named-entity recognition, regular expressions, rule-based logic and checksums.",MIT,Python,https://presidio.dataprivacystack.org,https://github.com/data-privacy-stack/presidio.git,,,,10357,1234,96,205,2026-08-05,106,49,2026-07-22,https://github.com/data-privacy-stack/presidio/blob/main/README.MD,https://github.com/data-privacy-stack/presidio/blob/main/LICENSE,,https://github.com/data-privacy-stack/presidio/blob/main/CONTRIBUTING.md,https://github.com/data-privacy-stack/presidio/blob/main/CODE_OF_CONDUCT.md,https://github.com/data-privacy-stack/presidio/blob/main/SECURITY.md,https://api.github.com/repos/data-privacy-stack/presidio/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
project-codeguard,software,Project CodeGuard,"Model-agnostic security framework of markdown rules and an MCP server that embeds secure-by-default coding practices into AI coding-assistant workflows (before/during/after code generation), covering input validation, secrets exposure, weak cryptography, unsafe functions, and missing auth logic.",CC-BY-4.0,Python,https://project-codeguard.org,https://github.com/cosai-oasis/project-codeguard.git,,,,298,59,12,15,2026-08-05,22,3,2026-06-29,https://github.com/cosai-oasis/project-codeguard/blob/main/README.md,,,https://github.com/cosai-oasis/project-codeguard/blob/main/CONTRIBUTING.md,https://github.com/cosai-oasis/project-codeguard/blob/main/CODE-OF-CONDUCT.md,,https://api.github.com/repos/cosai-oasis/project-codeguard/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:51,2026-08-06 07:38,2026-08-06 07:38
project-moonshot,software,Project Moonshot,"A modular toolkit from the AI Verify Foundation that combines benchmark testing and automated red-teaming of LLMs and LLM-based applications, with a CLI, Web UI, APIs and customisable recipes and cookbooks.",Apache-2.0,Python,https://aiverify-foundation.github.io/moonshot/,https://github.com/aiverify-foundation/moonshot.git,,,,343,66,11,39,2026-06-10,1,26,2026-02-05,https://github.com/aiverify-foundation/moonshot/blob/main/README.md,https://github.com/aiverify-foundation/moonshot/blob/main/LICENSE.md,,https://github.com/aiverify-foundation/moonshot/blob/main/docs/contributing.md,,,https://api.github.com/repos/aiverify-foundation/moonshot/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
pyrit,software,PyRIT,Python Risk Identification Tool for generative AI -- Microsoft's open-source framework for automated red-teaming.,MIT,Python,https://github.com/microsoft/PyRIT,https://github.com/microsoft/PyRIT.git,,,,4251,826,46,138,2026-08-06,91,23,2026-07-30,https://github.com/microsoft/PyRIT/blob/main/README.md,https://github.com/microsoft/PyRIT/blob/main/LICENSE,,,https://github.com/microsoft/PyRIT/blob/main/CODE_OF_CONDUCT.md,https://github.com/microsoft/PyRIT/blob/main/SECURITY.md,https://api.github.com/repos/microsoft/PyRIT/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:08,2026-08-06 07:38,2026-08-06 07:38
pysyft,software,PySyft,Perform data science and machine learning on data that remains on someone else's server.,Apache-2.0,Python,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft.git,,,,9934,2001,194,523,2026-08-05,21,178,2025-04-13,https://github.com/OpenMined/PySyft/blob/dev/README.md,https://github.com/OpenMined/PySyft/blob/dev/LICENSE,,https://github.com/OpenMined/PySyft/blob/dev/CONTRIBUTING.md,https://github.com/OpenMined/.github/blob/master/CODE_OF_CONDUCT.md,,https://api.github.com/repos/OpenMined/PySyft/dependency-graph/sbom,,,,https://scorecard.dev/viewer/?uri=github.com/OpenMined/PySyft,4.5,5,0,10,,,,2026-07-29 02:08,2026-08-06 07:38,2026-08-06 07:38
quanda,software,Quanda,Toolkit for quantitative evaluation of data attribution methods.,MIT,Jupyter Notebook,https://github.com/dilyabareeva/quanda,https://github.com/dilyabareeva/quanda.git,,,,60,0,2,6,2026-07-27,8,4,2026-05-11,https://github.com/dilyabareeva/quanda/blob/main/README.md,https://github.com/dilyabareeva/quanda/blob/main/LICENSE,,https://github.com/dilyabareeva/quanda/blob/main/CONTRIBUTING.md,https://github.com/dilyabareeva/quanda/blob/main/CODE_OF_CONDUCT.md,,https://api.github.com/repos/dilyabareeva/quanda/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:22,2026-08-06 07:38,2026-08-06 07:38
quantus,software,Quantus,"eXplainable AI toolkit for responsible, quantitative evaluation of neural network explanation methods (faithfulness, robustness, complexity, etc.), JMLR 2023.",LGPL-3.0-or-later,Jupyter Notebook,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus.git,,,,672,91,8,25,2026-05-04,61,26,2025-07-21,https://github.com/understandable-machine-intelligence-lab/Quantus/blob/main/README.md,,,https://github.com/understandable-machine-intelligence-lab/Quantus/blob/main/CONTRIBUTING.md,,,https://api.github.com/repos/understandable-machine-intelligence-lab/Quantus/dependency-graph/sbom,,,,https://scorecard.dev/viewer/?uri=github.com/understandable-machine-intelligence-lab/Quantus,3.5,-1,3,0,,,,2026-07-29 00:11,2026-08-06 07:38,2026-08-06 07:38
repe,software,Representation Engineering (RepE),"An installable library registering 'rep-reading' and 'rep-control' HuggingFace pipelines for reading and manipulating population-level internal representations of LLMs, plus a RepReading-based model evaluation framework (RepE_eval).",MIT,Jupyter Notebook,https://www.ai-transparency.org/,https://github.com/andyzoujm/representation-engineering.git,,,,1018,132,28,8,2024-08-14,26,4,2024-08-14,https://github.com/andyzoujm/representation-engineering/blob/main/README.md,https://github.com/andyzoujm/representation-engineering/blob/main/LICENSE,,,,,https://api.github.com/repos/andyzoujm/representation-engineering/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
robustbench,software,RobustBench,Standardized adversarial robustness benchmark (NeurIPS 2021 Benchmarks and Datasets Track).,MIT,Python,https://github.com/RobustBench/robustbench,https://github.com/RobustBench/robustbench.git,,,,782,106,9,23,2026-04-14,11,6,2023-04-09,https://github.com/RobustBench/robustbench/blob/master/README.md,,,,,,https://api.github.com/repos/RobustBench/robustbench/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:08,2026-08-06 07:38,2026-08-06 07:38
sacro-ml,software,SACRO-ML,"Tools for assessing the statistical disclosure risk of trained ML models via simulated membership-inference and structural attacks (post-hoc) and training-regime risk assessment (ante-hoc), before a model is released.",MIT,Python,https://github.com/AI-SDC/SACRO-ML,https://github.com/AI-SDC/SACRO-ML.git,,,,40,8,3,18,2026-08-03,24,20,2026-01-29,https://github.com/AI-SDC/SACRO-ML/blob/main/README.md,https://github.com/AI-SDC/SACRO-ML/blob/main/LICENSE,,https://github.com/AI-SDC/SACRO-ML/blob/main/CONTRIBUTING.md,,,https://api.github.com/repos/AI-SDC/SACRO-ML/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:38,2026-08-06 07:38,2026-08-06 07:38
sam247-openredaction,software,OpenRedaction,Local-first JavaScript/TypeScript library that detects and redacts PII using 570+ curated regex patterns with checksum and context-aware validation and multiple redaction modes.,MIT,TypeScript,https://openredaction.com,https://github.com/sam247/openredaction.git,,,,98,19,5,7,2026-08-05,13,31,2026-07-26,https://github.com/sam247/openredaction/blob/main/README.md,https://github.com/sam247/openredaction/blob/main/LICENSE,,https://github.com/sam247/openredaction/blob/main/CONTRIBUTING.md,https://github.com/sam247/openredaction/blob/main/CODE_OF_CONDUCT.md,,,,,,,,,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38
